ward_no,distance,units,pct,polling_place_name,voter_count
117,0-5 min.,174,21.193666260657736,Clinton Rose Senior Center,794
117,5-10 min.,622,75.76126674786845,Clinton Rose Senior Center,794
117,10-15 min.,25,3.0450669914738127,Clinton Rose Senior Center,794
117,15+ min.,0,0,Clinton Rose Senior Center,794
118,0-5 min.,18,2.1844660194174756,Clinton Rose Senior Center,868
118,5-10 min.,551,66.86893203883496,Clinton Rose Senior Center,868
118,10-15 min.,255,30.94660194174757,Clinton Rose Senior Center,868
118,15+ min.,0,0,Clinton Rose Senior Center,868
119,0-5 min.,218,18.36562763268745,Fratney School,1361
119,5-10 min.,868,73.12552653748948,Fratney School,1361
119,10-15 min.,101,8.508845829823084,Fratney School,1361
119,15+ min.,0,0,Fratney School,1361
120,0-5 min.,0,0,Fratney School,718
120,5-10 min.,0,0,Fratney School,718
120,10-15 min.,45,4.390243902439024,Fratney School,718
120,15+ min.,980,95.60975609756098,Fratney School,718
121,0-5 min.,22,2.956989247311828,Gordon Park Pavilion,948
121,5-10 min.,183,24.596774193548388,Gordon Park Pavilion,948
121,10-15 min.,262,35.215053763440864,Gordon Park Pavilion,948
121,15+ min.,277,37.23118279569893,Gordon Park Pavilion,948
122,0-5 min.,47,7.556270096463022,Locust Court Apartments,959
122,5-10 min.,45,7.234726688102894,Locust Court Apartments,959
122,10-15 min.,218,35.048231511254016,Locust Court Apartments,959
122,15+ min.,312,50.160771704180064,Locust Court Apartments,959
123,0-5 min.,4,0.3472222222222222,UWM Lubar Entrepreneurship Center,1451
123,5-10 min.,591,51.302083333333336,UWM Lubar Entrepreneurship Center,1451
123,10-15 min.,529,45.92013888888889,UWM Lubar Entrepreneurship Center,1451
123,15+ min.,28,2.430555555555556,UWM Lubar Entrepreneurship Center,1451
124,0-5 min.,253,18.149210903873744,Riverside High School,1617
124,5-10 min.,858,61.54949784791965,Riverside High School,1617
124,10-15 min.,283,20.3012912482066,Riverside High School,1617
124,15+ min.,0,0,Riverside High School,1617
125,0-5 min.,0,0,Riverside High School,1158
125,5-10 min.,5,0.6693440428380187,Riverside High School,1158
125,10-15 min.,572,76.57295850066934,Riverside High School,1158
125,15+ min.,170,22.757697456492636,Riverside High School,1158
126,0-5 min.,0,0,UWM Lubar Entrepreneurship Center,916
126,5-10 min.,19,52.77777777777778,UWM Lubar Entrepreneurship Center,916
126,10-15 min.,17,47.22222222222222,UWM Lubar Entrepreneurship Center,916
126,15+ min.,0,0,UWM Lubar Entrepreneurship Center,916
127,0-5 min.,324,47.57709251101321,Plymouth Church,1268
127,5-10 min.,319,46.84287812041116,Plymouth Church,1268
127,10-15 min.,38,5.580029368575625,Plymouth Church,1268
127,15+ min.,0,0,Plymouth Church,1268
128,0-5 min.,0,0,Maryland Av Montessori School,1832
128,5-10 min.,287,32.912844036697244,Maryland Av Montessori School,1832
128,10-15 min.,339,38.87614678899082,Maryland Av Montessori School,1832
128,15+ min.,246,28.211009174311926,Maryland Av Montessori School,1832
129,0-5 min.,242,28.878281622911693,Maryland Av Montessori School,980
129,5-10 min.,583,69.57040572792363,Maryland Av Montessori School,980
129,10-15 min.,13,1.5513126491646778,Maryland Av Montessori School,980
129,15+ min.,0,0,Maryland Av Montessori School,980
130,0-5 min.,17,1.5315315315315314,Maryland Av Montessori School,975
130,5-10 min.,1027,92.52252252252252,Maryland Av Montessori School,975
130,10-15 min.,66,5.9459459459459465,Maryland Av Montessori School,975
130,15+ min.,0,0,Maryland Av Montessori School,975
131,0-5 min.,639,44.9051300070274,East Library,1422
131,5-10 min.,784,55.0948699929726,East Library,1422
131,10-15 min.,0,0,East Library,1422
131,15+ min.,0,0,East Library,1422
132,0-5 min.,263,24.952561669829223,Urban Ecology Center,1181
132,5-10 min.,624,59.20303605313093,Urban Ecology Center,1181
132,10-15 min.,167,15.844402277039848,Urban Ecology Center,1181
132,15+ min.,0,0,Urban Ecology Center,1181
133,0-5 min.,13,2.2530329289428077,Gordon Park Pavilion,792
133,5-10 min.,260,45.06065857885615,Gordon Park Pavilion,792
133,10-15 min.,211,36.56845753899481,Gordon Park Pavilion,792
133,15+ min.,93,16.11785095320624,Gordon Park Pavilion,792
134,0-5 min.,282,31.97278911564626,Riverwest Elementary School,1025
134,5-10 min.,575,65.19274376417233,Riverwest Elementary School,1025
134,10-15 min.,25,2.8344671201814062,Riverwest Elementary School,1025
134,15+ min.,0,0,Riverwest Elementary School,1025
135,0-5 min.,239,15.19389701207883,Oliver Wendell Holmes School,1815
135,5-10 min.,872,55.4354736172918,Oliver Wendell Holmes School,1815
135,10-15 min.,462,29.37062937062937,Oliver Wendell Holmes School,1815
135,15+ min.,0,0,Oliver Wendell Holmes School,1815
136,0-5 min.,105,26.785714285714285,Holton Terrace Apartments,489
136,5-10 min.,287,73.21428571428571,Holton Terrace Apartments,489
136,10-15 min.,0,0,Holton Terrace Apartments,489
136,15+ min.,0,0,Holton Terrace Apartments,489
137,0-5 min.,0,0,Northcott Neighborhood House,664
137,5-10 min.,266,44.78114478114478,Northcott Neighborhood House,664
137,10-15 min.,328,55.218855218855225,Northcott Neighborhood House,664
137,15+ min.,0,0,Northcott Neighborhood House,664
138,0-5 min.,263,37.51783166904422,Northcott Neighborhood House,716
138,5-10 min.,388,55.349500713266764,Northcott Neighborhood House,716
138,10-15 min.,50,7.132667617689016,Northcott Neighborhood House,716
138,15+ min.,0,0,Northcott Neighborhood House,716
139,0-5 min.,141,27.06333973128599,North Division High School,494
139,5-10 min.,365,70.05758157389636,North Division High School,494
139,10-15 min.,15,2.8790786948176583,North Division High School,494
139,15+ min.,0,0,North Division High School,494
140,0-5 min.,3,0.3588516746411483,North Division High School,838
140,5-10 min.,272,32.535885167464116,North Division High School,838
140,10-15 min.,237,28.349282296650717,North Division High School,838
140,15+ min.,324,38.75598086124402,North Division High School,838
141,0-5 min.,228,34.54545454545455,Frank P. Zeidler Municipal Building,633
141,5-10 min.,432,65.45454545454545,Frank P. Zeidler Municipal Building,633
141,10-15 min.,0,0,Frank P. Zeidler Municipal Building,633
141,15+ min.,0,0,Frank P. Zeidler Municipal Building,633
142,0-5 min.,148,25.47332185886403,Milwaukee Rescue Mission,530
142,5-10 min.,413,71.08433734939759,Milwaukee Rescue Mission,530
142,10-15 min.,20,3.4423407917383817,Milwaukee Rescue Mission,530
142,15+ min.,0,0,Milwaukee Rescue Mission,530
143,0-5 min.,192,28.235294117647058,Gwen T Jackson School,612
143,5-10 min.,429,63.088235294117645,Gwen T Jackson School,612
143,10-15 min.,59,8.676470588235293,Gwen T Jackson School,612
143,15+ min.,0,0,Gwen T Jackson School,612
144,0-5 min.,0,0,Milwaukee Rescue Mission,790
144,5-10 min.,175,20.278099652375435,Milwaukee Rescue Mission,790
144,10-15 min.,447,51.79606025492468,Milwaukee Rescue Mission,790
144,15+ min.,241,27.925840092699882,Milwaukee Rescue Mission,790
145,0-5 min.,93,11.877394636015326,Frances Starms Disc Learning Ctr School,799
145,5-10 min.,214,27.330779054916988,Frances Starms Disc Learning Ctr School,799
145,10-15 min.,274,34.993614303959134,Frances Starms Disc Learning Ctr School,799
145,15+ min.,202,25.798212005108557,Frances Starms Disc Learning Ctr School,799
146,0-5 min.,151,21.75792507204611,West Side Academy I School,747
146,5-10 min.,475,68.44380403458213,West Side Academy I School,747
146,10-15 min.,68,9.798270893371757,West Side Academy I School,747
146,15+ min.,0,0,West Side Academy I School,747
147,0-5 min.,173,32.33644859813084,Center Street Library,490
147,5-10 min.,359,67.10280373831776,Center Street Library,490
147,10-15 min.,3,0.5607476635514018,Center Street Library,490
147,15+ min.,0,0,Center Street Library,490
148,0-5 min.,93,12.601626016260163,Ralph H. Metcalfe School,481
148,5-10 min.,202,27.371273712737125,Ralph H. Metcalfe School,481
148,10-15 min.,247,33.46883468834688,Ralph H. Metcalfe School,481
148,15+ min.,196,26.558265582655828,Ralph H. Metcalfe School,481
149,0-5 min.,3,0.46224961479198773,Washington High School,850
149,5-10 min.,190,29.275808936825886,Washington High School,850
149,10-15 min.,289,44.53004622496148,Washington High School,850
149,15+ min.,167,25.731895223420647,Washington High School,850
150,0-5 min.,65,10.172143974960877,Washington High School,673
150,5-10 min.,367,57.43348982785602,Washington High School,673
150,10-15 min.,207,32.3943661971831,Washington High School,673
150,15+ min.,0,0,Washington High School,673
151,0-5 min.,0,0,Washington Park Library,668
151,5-10 min.,166,24.592592592592595,Washington Park Library,668
151,10-15 min.,374,55.407407407407405,Washington Park Library,668
151,15+ min.,135,20,Washington Park Library,668
152,0-5 min.,113,14.24968474148802,Washington Park Library,869
152,5-10 min.,463,58.38587641866331,Washington Park Library,869
152,10-15 min.,209,26.35561160151324,Washington Park Library,869
152,15+ min.,8,1.008827238335435,Washington Park Library,869
153,0-5 min.,270,51.625239005736134,Hi-Mount Blvd School,608
153,5-10 min.,253,48.37476099426386,Hi-Mount Blvd School,608
153,10-15 min.,0,0,Hi-Mount Blvd School,608
153,15+ min.,0,0,Hi-Mount Blvd School,608
154,0-5 min.,0,0,Hi-Mount Blvd School,736
154,5-10 min.,290,47.85478547854785,Hi-Mount Blvd School,736
154,10-15 min.,306,50.495049504950494,Hi-Mount Blvd School,736
154,15+ min.,10,1.65016501650165,Hi-Mount Blvd School,736
155,0-5 min.,184,27.7526395173454,Washington High School,730
155,5-10 min.,350,52.79034690799397,Washington High School,730
155,10-15 min.,129,19.457013574660635,Washington High School,730
155,15+ min.,0,0,Washington High School,730
156,0-5 min.,0,0,Frank P. Zeidler Municipal Building,1105
156,5-10 min.,291,26.69724770642202,Frank P. Zeidler Municipal Building,1105
156,10-15 min.,346,31.743119266055047,Frank P. Zeidler Municipal Building,1105
156,15+ min.,453,41.559633027522935,Frank P. Zeidler Municipal Building,1105
157,0-5 min.,0,0,Boys & Girls Club - Mary Ryan,684
157,5-10 min.,195,33.795493934142115,Boys & Girls Club - Mary Ryan,684
157,10-15 min.,338,58.578856152513005,Boys & Girls Club - Mary Ryan,684
157,15+ min.,44,7.625649913344887,Boys & Girls Club - Mary Ryan,684
158,0-5 min.,286,19.986023759608663,Milwaukee School of Engineering (MSOE) - Diercks Hall,1168
158,5-10 min.,1145,80.01397624039134,Milwaukee School of Engineering (MSOE) - Diercks Hall,1168
158,10-15 min.,0,0,Milwaukee School of Engineering (MSOE) - Diercks Hall,1168
158,15+ min.,0,0,Milwaukee School of Engineering (MSOE) - Diercks Hall,1168
159,0-5 min.,0,0,Sherman School,594
159,5-10 min.,219,41.24293785310734,Sherman School,594
159,10-15 min.,306,57.6271186440678,Sherman School,594
159,15+ min.,6,1.1299435028248588,Sherman School,594
160,0-5 min.,72,11.320754716981133,Center Street Park Pavilion,674
160,5-10 min.,268,42.138364779874216,Center Street Park Pavilion,674
160,10-15 min.,296,46.540880503144656,Center Street Park Pavilion,674
160,15+ min.,0,0,Center Street Park Pavilion,674
